,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,Batagay,67.63,134.63,58.14,83,100,9.84,RU,1594671703
372,Inuvik,68.35,-133.72,64.4,59,75,3.36,CA,1594671703
373,Santa Cruz de la Sierra,-17.8,-63.17,84.2,65,40,13.87,BO,1594671604
374,Vaasa,63.1,21.62,52.0,93,40,4.7,FI,1594671703
375,Nāgar Karnūl,16.48,78.32,77.68,80,100,12.33,IN,1594671703
376,Tuntum,-5.26,-44.65,88.0,52,59,2.91,BR,1594671703
377,Krasnosel'kup,65.7,82.47,54.79,93,94,18.05,RU,1594671704
378,Ariquemes,-9.91,-63.04,90.73,46,54,0.67,BR,1594671704
379,Āsosa,10.07,34.53,61.07,94,32,2.42,ET,1594671704
380,Linqiong,30.42,103.46,78.8,69,40,0.34,CN,1594671704
381,Marsá Maţrūḩ,31.35,27.25,77.0,73,0,5.82,EG,1594671704
382,Lagunas,-5.23,-75.68,86.38,64,39,2.33,PE,1594671705
383,Saldanha,-33.01,17.94,51.8,76,99,4.7,ZA,1594671596
384,Chapais,49.78,-74.85,73.4,38,1,11.41,CA,1594671705
385,Salalah,17.02,54.09,82.4,94,90,3.36,OM,1594671591
386,Province of Mantua,45.17,10.78,70.0,55,74,1.99,IT,1594671705
387,Fortuna,40.6,-124.16,63.0,77,40,12.75,US,1594671593
388,Kaeo,-35.1,173.78,50.0,3,96,1.21,NZ,1594671706
389,Ouésso,1.61,16.05,70.12,97,100,1.3,CG,1594671607
390,Saravan,39.72,45.65,73.4,56,75,3.36,AM,1594671706
391,Luau,-10.71,22.22,66.22,32,0,6.82,AO,1594671706
392,Isla Vista,34.41,-119.86,88.0,64,1,9.17,US,1594671470
393,Yumen,40.28,97.2,67.26,46,15,5.73,CN,1594671572
394,Morondava,-20.28,44.28,69.93,77,0,12.44,MG,1594671706
395,Hongjiang,27.11,110.0,75.88,84,62,2.08,CN,1594671707
396,Jidong,45.22,131.08,58.33,91,0,1.36,CN,1594671707
397,Rawson,-43.3,-65.1,44.76,56,0,25.95,AR,1594671603
398,Hungund,16.07,76.05,75.94,80,100,11.41,IN,1594671707
399,Port-Cartier,50.03,-66.87,64.4,72,75,10.29,CA,1594671707
400,Guerrero Negro,27.98,-114.06,86.0,33,3,16.8,MX,1594671707
401,Banda Aceh,5.56,95.32,78.93,82,99,2.89,ID,1594671708
402,Daru,-9.08,143.21,77.05,89,100,16.64,PG,1594671708
403,Encruzilhada,-15.53,-40.91,71.33,77,92,4.81,BR,1594671708
404,Kudahuvadhoo,2.67,72.89,84.27,69,57,6.35,MV,1594671708
405,Novooleksiyivka,46.23,34.64,67.5,75,11,17.45,UA,1594671682
406,Gryfino,53.25,14.49,62.01,67,11,4.7,PL,1594671708
407,Kaoma,-14.78,24.8,58.05,36,0,5.12,ZM,1594671708
408,Stornoway,58.21,-6.39,53.01,100,96,16.11,GB,1594671709
409,San Ramon,37.78,-121.98,82.4,39,1,14.99,US,1594671640
410,Puerto Colombia,10.99,-74.95,87.8,74,40,10.29,CO,1594671709
411,Kousséri,12.08,15.03,84.2,70,51,5.82,CM,1594671709
412,Isangel,-19.55,169.27,72.46,79,92,7.05,VU,1594671709
413,Gloversville,43.05,-74.34,81.0,54,40,10.29,US,1594671709
414,Cerqueira César,-23.04,-49.17,71.83,73,87,3.74,BR,1594671709
415,Belaya Gora,68.53,146.42,65.5,57,100,15.52,RU,1594671709
416,Buctzotz,21.2,-88.78,94.05,45,16,5.77,MX,1594671709
417,Salvatierra,20.22,-100.88,78.8,44,40,3.36,MX,1594671710
418,Tumut,-35.3,148.22,42.06,87,69,1.99,AU,1594671710
419,Rodrigues Alves,-7.74,-72.65,73.4,100,75,10.29,BR,1594671710
420,Udachny,66.42,112.4,59.0,58,6,4.47,RU,1594671710
421,Nabire,-3.37,135.48,75.31,86,84,3.51,ID,1594671710
422,Yaan,7.38,8.57,74.84,91,83,8.63,NG,1594671625
423,Gråsten,54.92,9.6,60.8,67,76,5.82,DK,1594671711
424,Port Elizabeth,-33.92,25.57,57.2,54,0,18.34,ZA,1594671600
425,Puerto Carreño,6.19,-67.49,82.4,74,40,3.36,CO,1594671707
426,Maşyāf,35.07,36.34,78.8,74,26,4.7,SY,1594671711
427,Izberbash,42.57,47.86,77.0,88,20,1.79,RU,1594671711
428,Mareeba,-17.0,145.43,68.0,37,44,11.41,AU,1594671711
429,Ukiah,39.15,-123.21,91.99,29,1,3.36,US,1594671439
430,Arroyo de la Encomienda,41.61,-4.8,73.99,49,0,12.75,ES,1594671712
431,Skellefteå,64.75,20.95,55.99,71,92,3.36,SE,1594671712
432,Kenai,60.55,-151.26,62.6,59,90,9.17,US,1594671712
433,Ziyang,29.25,117.85,75.76,92,90,1.54,CN,1594671712
434,Kolpashevo,58.31,82.91,59.23,84,20,5.44,RU,1594671712
435,Sa Kaeo,13.81,102.07,76.1,92,96,2.08,TH,1594671712
436,Camalú,30.85,-116.07,78.98,53,7,8.9,MX,1594671713
437,Vila Velha,-20.33,-40.29,80.6,65,0,8.05,BR,1594671709
438,Coxim,-18.51,-54.76,93.65,26,0,4.29,BR,1594671713
439,São José da Coroa Grande,-8.9,-35.15,76.96,77,1,6.15,BR,1594671713
440,Ta Khmau,11.48,104.95,78.51,86,91,3.51,KH,1594671713
441,Valparaíso,-33.04,-71.63,78.8,24,0,8.05,CL,1594671713
442,Gemena,3.25,19.77,70.84,96,100,3.2,CD,1594671713
443,Port Blair,11.67,92.75,81.01,78,100,11.1,IN,1594671567
444,Bukama,-9.2,25.85,75.52,29,0,4.18,CD,1594671713
445,Chaman,30.92,66.45,76.14,31,0,9.44,PK,1594671714
446,Nuuk,64.18,-51.72,48.2,76,0,11.41,GL,1594671714
447,Kismayo,-0.36,42.55,77.61,81,100,17.4,SO,1594671714
448,Najrān,17.49,44.13,93.2,13,40,4.7,SA,1594671714
449,Killorglin,52.1,-9.78,57.0,89,100,5.35,IE,1594671714
450,Diffa,13.32,12.61,90.19,44,77,9.06,NE,1594671714
451,Balakhta,55.38,91.6,61.5,93,100,3.78,RU,1594671715
452,Tooele,40.53,-112.3,87.01,25,1,11.41,US,1594671715
453,Nizhneangarsk,55.78,109.55,53.55,90,16,1.45,RU,1594671715
454,Praia da Vitória,38.73,-27.07,75.2,60,20,11.25,PT,1594671715
455,Altamirano,16.88,-92.15,75.43,56,23,6.73,MX,1594671715
456,Zverinogolovskoye,54.46,64.85,68.83,64,0,2.77,RU,1594671715
457,Phibun Mangsahan,15.24,105.23,80.6,88,75,3.36,TH,1594671715
458,Pathein,16.78,94.73,76.03,93,100,3.33,MM,1594671715
459,Coquimbo,-29.95,-71.34,57.2,76,53,9.17,CL,1594671577
460,Aquiraz,-3.9,-38.39,82.4,61,100,13.87,BR,1594671716
461,Mogadishu,2.04,45.34,77.49,85,88,14.79,SO,1594671716
462,Varhaug,58.61,5.65,54.0,96,100,10.45,NO,1594671716
463,Yar-Sale,66.83,70.83,51.51,66,99,12.24,RU,1594671633
464,Galesong,-5.32,119.37,75.2,100,20,3.36,ID,1594671716
465,Scarborough,54.28,-0.4,60.01,77,69,1.01,GB,1594671717
466,Los Llanos de Aridane,28.66,-17.92,71.6,78,75,18.34,ES,1594671717
467,Okhotsk,59.38,143.3,60.44,71,31,3.0,RU,1594671717
468,Vişeu de Sus,47.72,24.43,48.36,85,0,4.43,RO,1594671717
469,Piet Retief,-27.01,30.81,55.29,33,0,11.21,ZA,1594671717
470,Khor,47.89,134.95,63.93,96,8,3.47,RU,1594671718
471,Mapiripán,2.89,-72.13,78.78,84,97,4.7,CO,1594671718
472,Perth,-31.93,115.83,55.99,93,75,18.34,AU,1594671608
473,Necochea,-38.55,-58.74,44.01,72,38,8.99,AR,1594671718
474,Itatskiy,56.07,89.04,58.21,88,100,0.96,RU,1594671718
475,Kibondo,-3.59,30.72,68.43,45,54,2.66,TZ,1594671718
476,Bandundu Province,-3.32,17.37,79.38,66,91,5.41,CD,1594671718
477,Tabou,4.42,-7.35,76.26,80,100,10.96,CI,1594671719
478,Cieza,38.24,-1.42,80.01,69,0,5.01,ES,1594671719
479,Yetkul',54.82,61.59,71.6,60,0,4.47,RU,1594671719
480,New Bedford,41.64,-70.93,84.2,58,20,11.41,US,1594671719
481,Turukhansk,65.82,87.98,54.32,91,99,14.58,RU,1594671665
482,Gōtsuchō,35.0,132.22,71.35,93,100,12.95,JP,1594671719
483,Isāgarh,24.83,77.88,81.86,75,93,8.08,IN,1594671719
484,St. George's,12.06,-61.75,86.0,79,20,18.34,GD,1594671719
485,Harwich,51.94,1.28,69.01,73,100,7.0,GB,1594671720
486,Gizo Government Station,-8.1,156.84,82.11,74,100,7.45,SB,1594671720
487,Koslan,63.46,48.9,58.73,68,77,1.54,RU,1594671607
488,Ambon City,-3.7,128.18,77.72,87,96,14.23,ID,1594671435
489,Jeremoabo,-10.07,-38.48,76.08,68,54,9.73,BR,1594671720
490,Malabo,3.75,8.78,77.0,94,75,6.93,GQ,1594671720
491,Zhengjiatun,43.51,123.51,70.0,77,100,4.14,CN,1594671721
492,Nemuro,43.32,145.57,55.83,91,83,5.93,JP,1594671621
493,Dinguiraye,11.3,-10.72,70.59,93,100,14.03,GN,1594671721
494,Peace River,56.25,-117.29,62.6,59,75,17.22,CA,1594671721
495,San Luis Jilotepeque,14.65,-89.73,89.6,46,20,2.24,GT,1594671721
496,Oktyabr'skiy,54.48,53.47,73.0,87,0,6.26,RU,1594671721
497,Ouallam,14.32,2.09,96.22,36,4,4.16,NE,1594671721
498,Lulindi,-10.82,39.13,64.81,86,60,5.17,TZ,1594671722
499,Sandnessjøen,66.02,12.63,55.4,76,40,8.05,NO,1594671437
500,Andenes,69.31,16.12,51.8,93,40,12.75,NO,1594671722
501,Diego de Almagro,-26.37,-70.05,76.68,21,0,8.3,CL,1594671470
502,Nsanje,-16.92,35.26,62.13,74,0,2.35,MW,1594671722
503,Teguise,29.06,-13.56,73.4,73,20,19.46,ES,1594671722
504,Vidim,56.41,103.11,60.08,74,4,3.78,RU,1594671722
505,Bonavista,48.65,-53.11,67.14,79,11,19.69,CA,1594671723
506,Deep River,46.1,-77.5,77.0,53,20,8.95,CA,1594671723
507,Santa Cruz de La Palma,28.68,-17.76,71.6,78,75,18.34,ES,1594671723
508,Kirakira,-10.45,161.92,79.11,82,100,10.42,SB,1594671723
509,Khvoynaya,58.9,34.53,51.22,97,67,1.21,RU,1594671723
510,Nouadhibou,20.93,-17.03,69.8,88,0,18.34,MR,1594671723
511,Batemans Bay,-35.72,150.18,55.0,76,78,4.0,AU,1594671724
512,Weihai,37.5,122.11,67.87,81,76,15.88,CN,1594671724
513,Evensk,61.95,159.23,55.63,84,100,6.29,RU,1594671724
514,Vicuña,-30.03,-70.71,57.2,76,0,9.17,CL,1594671724
515,Naze,28.37,129.48,80.6,94,20,8.05,JP,1594671724
516,North Bend,43.41,-124.22,78.01,68,1,25.28,US,1594671724
517,Chikmagalūr,13.32,75.78,68.18,92,100,4.68,IN,1594671725
518,Price,39.6,-110.81,95.0,12,1,19.46,US,1594671555
519,Turan,16.07,108.22,78.8,83,20,2.24,VN,1594671725
520,Tegul'det,57.31,88.17,59.0,90,79,3.69,RU,1594671725
521,Vilhena,-12.74,-60.15,82.4,54,40,8.05,BR,1594671725
522,Vangaindrano,-23.35,47.6,66.24,92,11,5.5,MG,1594671725
523,Atar,20.52,-13.05,103.51,9,8,9.06,MR,1594671627
524,High Prairie,55.43,-116.49,58.35,79,95,16.8,CA,1594671604
525,Shache,38.42,77.24,67.24,55,30,3.76,CN,1594671726
526,Boyabat,41.47,34.77,64.04,74,0,4.47,TR,1594671726
527,Labuhan,-6.88,112.21,76.21,86,1,7.27,ID,1594671726
528,Cockburn Town,21.46,-71.14,87.8,70,40,19.46,TC,1594671726
529,Jipijapa,-1.33,-80.58,76.53,71,79,3.33,EC,1594671442
530,Bonfim,3.08,-59.95,87.85,57,36,3.56,BR,1594671726
531,Makakilo City,21.35,-158.09,82.4,58,75,9.17,US,1594671699
532,Muisne,0.6,-80.03,77.2,84,56,13.87,EC,1594671727
533,Tommot,58.96,126.29,67.98,91,100,2.44,RU,1594671584
534,Taltal,-25.4,-70.48,62.53,59,22,2.68,CL,1594671727
535,Mali,12.08,-12.3,62.71,100,100,4.03,GN,1594671727
536,Merauke,-8.47,140.33,76.53,87,97,15.73,ID,1594671727
537,Oudtshoorn,-33.59,22.2,51.8,53,28,11.41,ZA,1594671728
538,Riachão,-7.36,-46.62,87.03,38,76,4.32,BR,1594671728
539,Sisimiut,66.94,-53.67,45.64,79,46,17.13,GL,1594671618
540,Belawan,3.78,98.68,77.0,94,40,4.7,ID,1594671728
541,Si Bun Rueang,16.97,102.28,77.63,85,100,0.38,TH,1594671728
542,Beruwala,6.48,79.98,80.6,87,80,8.34,LK,1594671728
543,Berlevåg,70.86,29.09,46.4,87,75,4.7,NO,1594671624
544,Rastede,53.25,8.2,64.99,78,58,4.38,DE,1594671729
545,Kysyl-Syr,63.9,122.76,61.93,71,0,2.44,RU,1594671729
546,Loei,17.42,101.5,64.42,100,43,3.47,TH,1594671729
547,Cardenden,56.14,-3.26,60.01,78,0,4.0,GB,1594671729
548,San Miguel de Cozumel,20.51,-86.95,89.6,59,5,8.05,MX,1594671539
549,Miyako,39.64,141.95,61.52,87,1,2.57,JP,1594671729
550,Capaci,38.17,13.24,81.0,83,0,11.41,IT,1594671729
551,Rocky Mountain House,52.37,-114.92,63.23,47,62,11.92,CA,1594671729
552,Bilibino,68.05,166.44,58.93,66,28,4.12,RU,1594671730
553,Gediz,39.04,29.41,62.47,77,0,7.56,TR,1594671730
554,Avenal,36.0,-120.13,98.6,16,1,5.82,US,1594671616
555,City of San Pedro,14.35,121.02,78.01,92,100,1.01,PH,1594671681
556,Te Anau,-45.42,167.72,32.99,94,32,0.92,NZ,1594671730
557,Tessalit,20.2,1.01,99.07,9,0,7.11,ML,1594671730
558,Tākestān,36.07,49.7,68.0,68,0,2.24,IR,1594671730
559,Cedar City,37.68,-113.06,95.0,12,1,26.4,US,1594671541
560,Huilong,31.81,121.66,75.0,94,100,1.01,CN,1594671730
561,Mortka,59.33,66.02,60.26,70,57,3.83,RU,1594671731
562,Olinda,-8.01,-34.86,75.2,88,75,4.7,BR,1594671713
563,Tuatapere,-46.13,167.68,39.0,83,54,3.0,NZ,1594671731
564,Borisoglebskiy,57.26,39.15,66.2,100,90,6.71,RU,1594671731
565,Alice Springs,-23.7,133.88,32.0,83,0,4.7,AU,1594671731
566,Kuril'sk,45.23,147.88,50.25,96,100,3.49,RU,1594671731
567,Roald,62.58,6.13,55.4,82,100,11.41,NO,1594671526
568,Sabha,27.04,14.43,84.56,20,0,12.21,LY,1594671626
569,Vanavara,60.34,102.28,57.74,85,6,2.68,RU,1594671732
570,Djebeniana,35.03,10.91,84.2,51,19,4.7,TN,1594671732
571,Belyy Yar,53.6,91.39,64.4,88,100,2.19,RU,1594671732
572,Goianésia,-15.32,-49.12,85.96,23,0,3.44,BR,1594671621
573,Ciudad Bolivar,8.12,-63.55,88.27,59,51,10.02,VE,1594671732
574,Zyryanka,65.75,150.85,65.28,63,28,5.91,RU,1594671732
575,São Gabriel da Cachoeira,-0.13,-67.09,87.8,66,40,3.36,BR,1594671732
576,Nacozari,25.34,-108.26,98.01,52,9,18.01,MX,1594671732
577,Liuzhou,24.31,109.39,79.18,85,43,2.98,CN,1594671733
578,Muhafazat Lahij,13.17,44.58,89.56,52,100,7.14,YE,1594671733
579,Seydi,39.48,62.91,84.06,15,0,9.28,TM,1594671733
580,Ferme-Neuve,46.7,-75.45,71.74,62,72,9.48,CA,1594671733
581,Champerico,14.3,-91.92,91.4,52,20,6.93,GT,1594671733
582,Naliya,23.27,68.83,83.82,79,100,10.31,IN,1594671733
583,Tursunzoda,38.51,68.23,71.6,53,0,2.24,TJ,1594671733
584,Udon Thani,17.42,102.79,77.61,85,100,4.05,TH,1594671733
585,Preeceville,51.95,-102.67,66.02,75,59,13.24,CA,1594671734
586,Areosa,41.72,-8.86,80.01,54,0,4.7,PT,1594671734
587,Tautira,-17.73,-149.15,78.8,78,75,6.93,PF,1594671734
588,Fillan,63.61,8.97,55.4,66,75,3.36,NO,1594671734
